rank,manufacturer,num_products,total_ratings,manufacturer_weighted_score,simple_mean_product_rating
5540,Young Chii,3,701.0,4.380451938886982,4.166666666666667
5541,"EVERU Jewelry Co., Ltd.",21,2180.0,4.380448371776577,4.476190476190476
5542,Simply Charming,2,128.0,4.380442073385812,4.5
5543,I Am Second,1,64.0,4.380442073385812,4.5
5544,for Pandorä Charms Bracelet,1,64.0,4.380442073385812,4.5
5545,Lanboon,1,64.0,4.380442073385812,4.5
5546,ADIRFINE,1,64.0,4.380442073385812,4.5
5547,Daycount®,1,64.0,4.380442073385812,4.5
5548,"International Jewelry Designs, Inc.",6,384.0,4.380442073385812,4.5
5549,Lancy NY,13,532.0,4.380401319176474,4.553846153846154
5550,Roy Lopez,7,141.0,4.380397947173497,3.857142857142857
5551,Cryshimmer,4,607.0,4.380354665293567,4.575
5552,Stazzle,2,478.0,4.380277486708397,4.5
5553,"Diagnostics Direct, Inc.",2,990.0,4.380236712066838,4.1
5554,gorjana,32,1399.0,4.380145641778057,4.30625
5555,JYGEM0002,2,58.0,4.380130367440502,4.65
5556,Nexxxi,1,383.0,4.380052191036965,4.4
5557,NINAMAID,17,2085.0,4.3800422080988,4.523529411764706
5558,JAXPETY,2,42.0,4.380038023585303,4.6
5559,Cool Charms,3,48.0,4.379997373127968,4.833333333333333
5560,DoreenBow,12,391.0,4.37998432945442,4.6000000000000005
5561,Ellena Rose,5,2118.0,4.37996266765469,4.34
5562,Kimfanx,3,1143.0,4.379955121406974,4.4
5563,Fiklon,7,356.0,4.379935054748708,4.4
5564,Beads source LLC,2,130.0,4.379891072282495,4.45
5565,VNOX Jewelry,343,70404.0,4.379861874856138,4.1755102040816325
5566,NEWTRY,4,158.0,4.379855391989778,4.275
5567,Blongme,5,765.0,4.3798475396783845,4.42
5568,Little Miss Twin Stars,50,1543.0,4.379811970062597,3.938
5569,Newcos,37,382.0,4.379766056036712,4.894594594594595
5570,YXHP,2,775.0,4.379763286857688,4.35
5571,Vin Zen Wellness,1,377.0,4.37975812014316,4.4
5572,CHENGHONG,91,3218.0,4.379659236705337,4.520879120879121
5573,ATIMIGO,2,429.0,4.379636393542863,4.45
5574,Jovivi,160,56582.0,4.379636357411193,4.34375
5575,Kobelli,79,564.0,4.379618677916777,4.255696202531645
5576,Obling,4,327.0,4.37951790372249,4.425000000000001
5577,Coslive,5,216.0,4.379480671471985,4.34
5578,Desert Cactus,26,579.0,4.379367573192729,4.565384615384615
5579,Jewlikee,18,693.0,4.3793358755848795,4.516666666666667
5580,Mercury + Maia,24,1868.0,4.379223933250766,4.458333333333333
5581,CivetCat,7,541.0,4.379206476380806,4.4
5582,Liftstyle Jewelry,2,58.0,4.379203594026361,4.55
5583,EasyTech Trading Pte. Ltd.,6,424.0,4.379203131271525,4.283333333333333
5584,Molike,61,5472.0,4.379185736068964,4.137704918032787
5585,OO,16,2221.0,4.37917317276299,4.475
5586,MLIMH,1,63.0,4.379156504282434,4.5
5587,Toyzero Supply Co.,4,252.0,4.379156504282434,4.5
5588,BAIHUIYUAN,1,63.0,4.379156504282434,4.5
5589,YUGUAN,1,365.0,4.379143176957637,4.4
5590,GoProver,1,365.0,4.379143176957637,4.4
5591,YeeQin,55,11202.0,4.379123513355833,4.3509090909090915
5592,Lucky Charms USA,48,1558.0,4.379098728181137,4.2437499999999995
5593,Swannys,1,363.0,4.379037035364545,4.4
5594,VadiForest,2,560.0,4.378987416969328,4.25
5595,POSHFEEL,21,6546.0,4.378958691714501,4.033333333333333
5596,Wandeful,1,361.0,4.378929807923955,4.4
5597,B.ANGEL,3,393.0,4.378906319470397,4.433333333333334
5598,OPALTOP,52,8503.0,4.378888981413472,4.198076923076924
5599,YOYEEWYNS,3,48.0,4.378829301536889,4.7
5600,X09A01,1,359.0,4.378821477887574,4.4
5601,Mythrojan,4,771.0,4.3788199620303745,4.325
5602,NAKOBO,3,85.0,4.378806581034027,4.666666666666667
5603,Ariat,6,798.0,4.378784141696563,4.316666666666666
5604,KristLand,50,2089.0,4.378774384325075,4.2780000000000005
5605,Essence of Europe Gifts E.H.G,20,321.0,4.378753086586292,4.745
5606,Zcutt Home Goods,2,68.0,4.378729785904394,4.6
5607,Timberland,13,3800.0,4.378681034603294,4.346153846153846
5608,Trensygo,3,545.0,4.378665955940636,4.533333333333334
5609,Hoomsun,4,78.0,4.378547707935097,4.625
5610,Segbeauty,1,354.0,4.378545715880902,4.4
5611,The Mine Company,1,354.0,4.378545715880902,4.4
5612,Cereikei,2,40.0,4.378520475901379,4.55
5613,Sof Sole,39,12763.0,4.378479547876612,4.035897435897436
5614,Demdaco,27,357.0,4.378448131555148,4.233333333333333
5615,homiegear,2,75.0,4.378437759909054,4.6
5616,DYUNQ,8,1135.0,4.378436664227577,3.9875
5617,YF Jewelry,14,10797.0,4.378426603613077,4.364285714285715
5618,Esptula,1,351.0,4.378376784509886,4.4
5619,"Hangzhou Silverage Jewelry Co.,Ltd",20,1530.0,4.378324696832762,4.29
5620,YuanhuaRongsheng,1,350.0,4.378319881311228,4.4
5621,MoDTanOiz - Silicone ear plug,2,81.0,4.378297365562329,4.6
5622,Ahier,7,1470.0,4.378230868434434,4.371428571428572
5623,LKKL,4,1760.0,4.378208923439665,4.45
5624,THE FASHION RX THAT COULD SAVE YOUR LIFE,1,348.0,4.378205171688535,4.4
5625,Pearl&Club Jewelry,5,589.0,4.378128121302784,4.54
5626,Emma Manor,5,833.0,4.37811809682193,4.18
5627,KissYan,80,20634.0,4.378014484999666,4.2775
5628,Steampunk2017,10,759.0,4.3779344167135745,4.61
5629,duoduodesign,2,296.0,4.377909518716338,4.45
5630,charmlight Jewelry,124,6882.0,4.37790629974474,4.024193548387097
5631,you-beat-you-land,4,405.0,4.377900973788924,4.675
5632,Hot Topic,3,373.0,4.377898290232511,3.466666666666667
5633,QKAIFRYSUG,2,351.0,4.377881506337872,4.5
5634,By YingChen Jewelry fit Pandora Bracelet,80,2468.0,4.3778722489755095,4.282500000000001
5635,Grectek,2,426.0,4.377865644178902,4.5
5636,CHERAINTI,2,681.0,4.377844240329646,4.4
5637,NOVOARD,1,62.0,4.377842988024634,4.5
5638,Home Originality,1,62.0,4.377842988024634,4.5
5639,SBYZ,1,62.0,4.377842988024634,4.5
5640,YH-1872,1,62.0,4.377842988024634,4.5
5641,Shiny Shiny,1,62.0,4.377842988024634,4.5
5642,Thintom,7,716.0,4.377815780505912,3.957142857142857
5643,CHAKRA HEALING REIKI CHR,2,662.0,4.3777084981248775,4.4
5644,SNORSO,9,3110.0,4.377685304640162,4.344444444444445
5645,Momoso_Store,4,37.0,4.377642662640091,4.175
5646,Linawe,3,1513.0,4.377569904710835,4.133333333333334
5647,RS01,9,197.0,4.377566461689041,4.411111111111111
5648,HRLORKC,1,337.0,4.3775519207037235,4.4
5649,SIMECO JEWELRY,9,1156.0,4.3775472043818695,4.2444444444444445
5650,Vescence,12,1312.0,4.377536743310292,4.325
5651,SytonUS,1,34.0,4.3775242952854105,4.6
5652,Tenare,1,34.0,4.3775242952854105,4.6
5653,bleek2sheek,1,34.0,4.3775242952854105,4.6
5654,ZTMERLO,1,34.0,4.3775242952854105,4.6
5655,shirleyjj,1,34.0,4.3775242952854105,4.6
5656,COCYBER,1,34.0,4.3775242952854105,4.6
5657,By xingge fit Ribbon Cross Charm Pandora bracelet,1,34.0,4.3775242952854105,4.6
5658,Leslie,1,34.0,4.3775242952854105,4.6
5659,Baron & Baron,1,34.0,4.3775242952854105,4.6
5660,lovinglove,2,80.0,4.377453228997451,4.550000000000001
5661,Raysunfook,5,802.0,4.37745269472076,4.14
5662,MGIUL,1,335.0,4.377428917529497,4.4
5663,Eycoer,1,335.0,4.377428917529497,4.4
5664,SOLEED,26,8153.0,4.37741010952807,4.1461538461538465
5665,ograndstone,2,40.0,4.377389478341077,4.75
5666,BigOtters,2,90.0,4.377371884179871,4.5
5667,ARUA,2,641.0,4.377364104160373,4.4
5668,Manledio,4,3467.0,4.377299978351466,4.175
5669,Optima Life Japan,1,331.0,4.377178822432871,4.4
5670,Caring Hands Gifts,69,8647.0,4.377164035670453,4.3478260869565215
5671,Hicdaw,7,8296.0,4.377145177077246,4.271428571428571
5672,Supreme glory,17,730.0,4.377112320571592,4.358823529411764
5673,Harry Potter,15,580.0,4.377107051703306,4.54
5674,ID You & Co.,8,101.0,4.377082901054155,4.625
5675,K-Acc,1,329.0,4.377051684953389,4.4
5676,DSHOM,5,494.0,4.376973226125686,4.38
5677,ERATA STORE,2,65.0,4.376952172950728,4.75
5678,DORUNMO,11,718.0,4.376932119844368,4.509090909090909
5679,K COOL,17,1269.0,4.376908873624802,3.8764705882352946
5680,BLING BIJOUX Jewelry,38,699.0,4.376893515784628,4.560526315789474
5681,Guyuyii,1,326.0,4.376858300276029,4.4
5682,Potelin,10,4673.0,4.376815422332669,3.8200000000000003
5683,FIVE.L,8,782.0,4.37677859174728,4.375
5684,LINSION,44,1072.0,4.3767502069327096,4.697727272727273
5685,Socospace,7,255.0,4.376715551409307,4.3999999999999995
5686,Manufactured for Art and Molly,172,10633.0,4.37667932984915,4.186627906976744
5687,Implus,23,25235.0,4.3766792132995525,4.108695652173913
5688,Ckysee Jewelry,2,3019.0,4.376669757228886,4.4
5689,DREXFORM,3,56.0,4.376659146773596,4.733333333333333
5690,FishUS,5,795.0,4.3765918200351575,4.4399999999999995
5691,JOVIVI,411,84072.0,4.37656867374789,4.305596107055961
5692,Geniff,1,61.0,4.376500603277652,4.5
5693,GPIRAL,1,61.0,4.376500603277652,4.5
5694,Rortier,3,183.0,4.376500603277652,4.5
5695,ALLCSM,1,61.0,4.376500603277652,4.5
5696,LASSO,1,61.0,4.376500603277652,4.5
5697,Shansis,1,61.0,4.376500603277652,4.5
5698,WULI & BABY,8,147.0,4.376477545314478,4.7125
5699,WEARON,18,1345.0,4.3764682802174395,4.461111111111111
5700,GOGOEY,6,1958.0,4.37645566399738,4.1
5701,TIMEWHEEL,2,380.0,4.376452716366608,4.300000000000001
5702,Firoma,9,332.0,4.376357593881018,4.411111111111111
5703,Shwings,24,585.0,4.376330384846608,4.558333333333334
5704,MineDecor,1,318.0,4.3763263071789265,4.4
5705,nkjegol,2,905.0,4.376299796188295,4.0
5706,ksom,1,317.0,4.376258083280307,4.4
5707,Daniel Wellington,10,1337.0,4.376170680060909,4.36
5708,CRBoutique,44,4464.0,4.376160818499019,4.190909090909091
5709,EasyRead Time Teacher Ltd,1,315.0,4.376120448980482,4.4
5710,YY YEARCHY,1,315.0,4.376120448980482,4.4
5711,dekerui,3,257.0,4.376059520981185,4.333333333333333
5712,Crosfen,1,314.0,4.3760510316810075,4.4
5713,Dasco,5,835.0,4.376006775747463,3.96
5714,USWire,4,45.0,4.37600665981383,4.75
5715,YFJEWE ZW Store,2,612.0,4.375904012021723,4.4
5716,Gausky,9,724.0,4.375820940891552,4.277777777777778
5717,KENARK,2,126.0,4.375755917698525,4.35
5718,PAERAPAK,37,9820.0,4.375652241137256,4.316216216216216
5719,Etno Motif,2,93.0,4.375651630262834,4.4
5720,Glitz Design,137,5371.0,4.375580397051926,4.17007299270073
5721,SE-9217-GL,1,307.0,4.375553575365776,4.4
5722,Nupuyai,83,5506.0,4.375495793920809,4.013253012048193
5723,Humble Chic NY,39,20306.0,4.375456930214825,4.3769230769230765
5724,TruePower,2,690.0,4.375439923688171,4.4
5725,Elfhouse,1,305.0,4.375407626561989,4.4
5726,Jeulia,38,5953.0,4.375381072890976,4.4447368421052635
5727,Trinketeer,10,46.0,4.375372580623082,4.5600000000000005
5728,Religious Art,28,480.0,4.375319989961674,4.121428571428572
5729,Zen Dear,12,1647.0,4.375314983384929,4.333333333333333
5730,Zzmart,3,36.0,4.375275116625389,5.0
5731,IMEEA,2,606.0,4.375260123443478,4.4
5732,Fandom Bazaar,34,1157.0,4.375151237847092,4.476470588235294
5733,Biggun,1,60.0,4.375128387758514,4.5
5734,WWBGINF,2,120.0,4.375128387758514,4.5
5735,"pandöra charms, paw print charm",1,301.0,4.375110437759114,4.4
5736,Fashion Accessories Now,9,95.0,4.375058139943945,4.2555555555555555
5737,Viscologic,1,299.0,4.374959133429381,4.4
5738,Aniu,17,583.0,4.374956513610184,4.370588235294117
5739,Lorrifal,10,1967.0,4.374939603094263,4.26
5740,HL1971,3,582.0,4.374932369979949,4.2
5741,Fondgem,5,256.0,4.374907760302002,4.4
5742,LENDPLEX,8,89.0,4.374897206347971,4.7875
5743,Boilly,1,298.0,4.3748827893239834,4.4
5744,Creative Club,23,3384.0,4.374818737884418,4.208695652173913
5745,CoreFit--US,3,890.0,4.374780275413102,4.4
5746,LINYITIN,3,76.0,4.374746313522122,4.3999999999999995
5747,AD Beads Corp,1,296.0,4.374728696006952,4.4
5748,EACHLP,8,5751.0,4.374682950365255,4.025
5749,TIHOOD,4,440.0,4.374677937607151,4.375
5750,LAVLA,12,1514.0,4.374623346157887,4.283333333333333
5751,Shamans Market-Peru,2,32.0,4.374564732532386,4.85
5752,Emibele,64,8044.0,4.374507566584032,4.2375
5753,Ntiotno,2,55.0,4.374506880743589,4.65
5754,SeanLov,3,70.0,4.374488277039143,4.7
5755,PCGF,2,585.0,4.374454440090927,4.4
5756,CKK factory,25,945.0,4.374432866655889,4.44
5757,PCH Jewelers,22,536.0,4.374395220989452,4.613636363636363
5758,JKW,25,630.0,4.374344423839038,4.504
5759,NoveltyShopFun,3,233.0,4.374338113267255,4.5
5760,SunmnsDirect,1,291.0,4.3743350619883685,4.4
5761,Yuhe Jewelry fit Pàndorà Style Bracelet,2,44.0,4.374321537983891,4.8
5762,Zoocoo,2,832.0,4.374281935646688,4.35
5763,BEEZZY BEEDZ,4,179.0,4.374257360646202,4.6
5764,Westin Works,3,41.0,4.3742565996625284,4.766666666666667
5765,Falari Inc,15,275.0,4.3742035616952615,4.52
5766,Rosaries4U,5,224.0,4.374181341574499,4.66
5767,LYNMOS,2,201.0,4.374173599435112,4.550000000000001
5768,GUSHU,2,428.0,4.374146781045896,4.4
5769,ecowcow,1,288.0,4.374092939931655,4.4
5770,Zuo Bao,136,12753.0,4.374091033525621,4.425
5771,GNE10222,2,93.0,4.37408961441132,4.55
5772,mesinya Custom Jewelry,2,107.0,4.374058762455246,4.45
5773,Bucasi,10,441.0,4.374028545655102,4.49
5774,MY LOVE TRUE,1,287.0,4.374011214190115,4.4
5775,Cherish Crystal,1,33.0,4.373992934893116,4.6
5776,Laikesj,1,33.0,4.373992934893116,4.6
5777,GLOBAL KA,1,33.0,4.373992934893116,4.6
5778,Yanmucy,1,33.0,4.373992934893116,4.6
5779,Shoestik Adaptive Technologies Inc.,1,33.0,4.373992934893116,4.6
5780,JILZARAH,1,33.0,4.373992934893116,4.6
5781,Shasta Visions,1,33.0,4.373992934893116,4.6
5782,jingsha,1,33.0,4.373992934893116,4.6
5783,pandöra mother son charms heart love,1,33.0,4.373992934893116,4.6
5784,VIVILOV,2,66.0,4.373992934893116,4.6
5785,SMYLLS,1,33.0,4.373992934893116,4.6
5786,NOJOYA,1,33.0,4.373992934893116,4.6
5787,LofKos,1,33.0,4.373992934893116,4.6
5788,RYOEIKT,1,33.0,4.373992934893116,4.6
5789,Humerry,1,33.0,4.373992934893116,4.6
5790,SSR,1,286.0,4.373928971197046,4.4
5791,Sannyra,259,57147.0,4.373916860427636,4.232432432432432
5792,365Studio,7,307.0,4.373895993221315,4.5285714285714285
5793,Kiran Jewels,37,3250.0,4.373867295476018,3.827027027027027
5794,RareLove,237,18583.0,4.3738501834902515,4.430801687763712
5795,bahamut,4,91.0,4.373811336205351,4.65
5796,Lovve,60,13726.0,4.373799840206084,4.058333333333334
5797,Forevereally,50,11769.0,4.37375051578062,4.374
5798,Huquary,6,149.0,4.373742951343775,4.6000000000000005
5799,Lan Xi (Zhongshan) Trading Company,1,59.0,4.3737253359355766,4.5
5800,base4,1,59.0,4.3737253359355766,4.5
5801,YWLS,1,59.0,4.3737253359355766,4.5
5802,SENOMOR,1,59.0,4.3737253359355766,4.5
5803,travel charms for pandora bracelets,1,59.0,4.3737253359355766,4.5
5804,TTOCH,9,1195.0,4.373712299886329,3.933333333333333
5805,SOYULUY,2,379.0,4.373656438439331,4.4
5806,YOUFENG locket necklace,10,9223.0,4.373655608855945,4.32
5807,Orichane,1,282.0,4.373594727238034,4.4
5808,J&T Technology,1,282.0,4.373594727238034,4.4
5809,Laceeze,2,542.0,4.373561924975643,4.4
5810,Misty Attic,3,267.0,4.3735428077409955,4.1000000000000005
5811,HS,16,2109.0,4.373524123236481,3.9375
5812,GNS0387,1,281.0,4.3735098228240075,4.4
5813,Due North,1,281.0,4.3735098228240075,4.4
5814,HNEBC,7,937.0,4.373483333437062,4.385714285714285
5815,Q&Locket pandöra charms Beach,1,280.0,4.373424370639569,4.4
5816,Hope Paige Designs,1,280.0,4.373424370639569,4.4
5817,WFF,15,3123.0,4.373423014170416,3.94
5818,Iflytree,4,2559.0,4.373422955750237,4.25
5819,Layashala,2,168.0,4.373411905930557,4.45
5820,HH,8,162.0,4.373381209120832,4.7375
5821,Chuji,2,557.0,4.373353508377967,4.4
5822,VEVOR,2,75.0,4.373269119407162,4.2
5823,INSEA,6,658.0,4.373148665552947,4.233333333333333
5824,Coiris,16,771.0,4.373065325378079,4.20625
5825,Turquoise Network,1235,69978.0,4.373026689462874,4.503562753036437
5826,AROTOROM,2,40.0,4.372954869208276,4.75
5827,LUOEM,6,1069.0,4.372920063981259,4.05
5828,a amvontz,3,822.0,4.372899851639034,4.4
5829,JIA MING HE,3,111.0,4.372871534593308,4.666666666666667
5830,MPRAINBOW jewelry,16,1821.0,4.372858563263438,4.35
5831,Gulaka,1,273.0,4.372810412205499,4.4
5832,Comfy Clothiers,1,273.0,4.372810412205499,4.4
5833,Charmshe,1,273.0,4.372810412205499,4.4
5834,UUsave,1,273.0,4.372810412205499,4.4
5835,Nine Summer,3,816.0,4.372720380457836,4.4
5836,Studiocc,31,4119.0,4.3726562600429695,4.383870967741935
5837,Imperial Deluxe,1,271.0,4.37262975049258,4.4
5838,FOCUSIN,3,813.0,4.37262975049258,4.4
5839,Shanik,3,244.0,4.3726290529086755,4.3999999999999995
5840,Yfnfxl,18,1186.0,4.372623233749209,4.322222222222222
5841,bme,2,609.0,4.372603441013012,4.4
5842,Intimate Lover,18,5520.0,4.37249462353615,4.355555555555556
5843,wanyouyinli,19,4629.0,4.372444608667967,4.310526315789474
5844,MABELLA,52,8164.0,4.372427385532886,4.3403846153846155
5845,Cufflinks Inc - Novelty Cufflinks,9,84.0,4.372419810510755,4.800000000000001
5846,Vodafor,47,1058.0,4.372416062042647,4.5212765957446805
5847,BoVory International,61,615.0,4.372374618459819,4.759016393442623
5848,Treely,2,174.0,4.372343132350648,4.45
5849,"Charles-Hubert, Paris",10,834.0,4.372300327335462,4.0600000000000005
5850,Ferreve,1,58.0,4.372290396571207,4.5
5851,Porsche,1,58.0,4.372290396571207,4.5
5852,Bestyle Jewelry,61,7650.0,4.37221884207709,4.268852459016393
5853,KANGSHUN,8,558.0,4.372177222379008,4.3
5854,BULINLIN,8,1315.0,4.372177053742123,4.2875000000000005
5855,CRAFTER BLUE,4,85.0,4.372146461026788,4.475
5856,Winky&Dutch,3,38.0,4.372125591822765,4.866666666666666
5857,Aurora Tears Jewelry,38,4515.0,4.372091428039043,4.397368421052631
5858,King Ring World,11,1928.0,4.372090673485152,4.363636363636363
5859,Baron Jewelry,2,77.0,4.371996652700606,4.65
5860,FindingKing,351,6223.0,4.371972140495831,4.10968660968661
5861,Kayan,2,176.0,4.371851015471361,4.45
5862,Hattricks Goodimpression,5,118.0,4.371828084541316,4.82
5863,H.E.R. Accessories,3,239.0,4.371815943889339,4.533333333333334
5864,Fortheday,41,6723.0,4.371809337607619,4.351219512195122
5865,ANUEVO,8,2092.0,4.371737809841204,4.4
5866,Paistely,2,569.0,4.371708142941551,4.2
5867,DYD,6,337.0,4.371698628387396,4.566666666666666
5868,BOYULL,1,261.0,4.371689192090263,4.4
5869,WISOICE,2,45.0,4.371688378243066,4.7
5870,WEGOODZF,5,622.0,4.371601721655919,4.459999999999999
5871,Martine Wester,10,2042.0,4.371586433288244,4.180000000000001
5872,The Powell Company - DROPSHIP,3,895.0,4.371384531207452,3.966666666666667
5873,VARIO,5,164.0,4.371358876023614,4.58
5874,UNJSWEWR,5,46.0,4.371321836397299,4.62
5875,West Coast Manufacturing Company,1,257.0,4.371294616370266,4.4
5876,Uyunda,1,256.0,4.371194247896036,4.4
5877,COGAMU,2,693.0,4.371182750378163,4.1
5878,CLARICAM,2,38.0,4.371173526491383,4.75
5879,Okllen,4,409.0,4.371132486893733,4.3
5880,Allgala,2,115.0,4.371041599859328,4.45
5881,Studio Oh!,2,158.0,4.370928729426959,4.5
5882,UniverseJewelry,6,137.0,4.370927416957412,4.55
5883,Forever Memorial,1,57.0,4.370822470095015,4.5
5884,Paffenery,1,57.0,4.370822470095015,4.5
5885,Shimano,1,57.0,4.370822470095015,4.5
5886,Tennis Happies,1,57.0,4.370822470095015,4.5
5887,Streamline,6,236.0,4.370801124796842,4.483333333333333
5888,FUTTMI,7,1399.0,4.370770034551621,4.228571428571429
5889,Charmsy Silver,80,9599.0,4.370709069493837,4.0275
5890,pandora,13,352.0,4.370704314901781,3.8846153846153846
5891,Numy,2,301.0,4.370701870952123,4.45
5892,Yofair,23,7627.0,4.370695227325788,4.156521739130435
5893,Gardoly,10,249.0,4.37068803920508,4.31
5894,Nine West,398,11882.0,4.3706821463890515,4.280150753768845
5895,TungsetnJeweler,9,55.0,4.370632126288369,4.933333333333334
5896,NYC STERLING,2,411.0,4.370624539234951,4.1
5897,"Yiwu Hechuang Co.,Ltd",12,8850.0,4.370619202296147,4.316666666666666
5898,CILXGQLN,3,415.0,4.370561140715628,4.5
5899,BAOSIWA,2,312.0,4.3704968319063235,4.45
5900,Meteor Crush,3,145.0,4.370432355429984,4.533333333333333
5901,Encoink,1,32.0,4.370347659649457,4.6
5902,V-LafuyLife,3,96.0,4.370347659649457,4.6
5903,Hoomall,1,32.0,4.370347659649457,4.6
5904,Cidaziya,1,32.0,4.370347659649457,4.6
5905,UJOY,35,1631.0,4.3703365899896145,4.502857142857143
5906,Coolcos,52,3438.0,4.3702811951005796,4.471153846153846
5907,Vivid&Keith,4,80.0,4.370253175008143,4.75
5908,Winssigma,28,2002.0,4.370188046764982,4.275
5909,AUTODECO,15,1920.0,4.370136405540137,4.486666666666666
5910,WINCANG,6,913.0,4.370127340026891,4.266666666666667
5911,SewFoky,4,41.0,4.370121591028417,3.9
5912,Anmsports,3,737.0,4.370114478272601,4.4
5913,FM FM42,59,8051.0,4.3700953920293895,4.2406779661016945
5914,Mid-East,2,113.0,4.3700780842466225,4.5
5915,BANDED GLORY,1,245.0,4.370042017811878,4.4
5916,paloli,1,245.0,4.370042017811878,4.4
5917,Turquoise Skies Phillip Tsosie,1,245.0,4.370042017811878,4.4
5918,THE OPAL FACTORY,1,245.0,4.370042017811878,4.4
5919,Delicin Jewelry,11,2769.0,4.369957714000452,4.2727272727272725
5920,Designer Stainless Steel,17,1628.0,4.369909426929087,4.458823529411765
5921,Wakami,30,1049.0,4.369871222085124,4.326666666666667
5922,Noessla,9,551.0,4.369821569894807,4.1
5923,Xexy,2,89.0,4.369813540658965,4.55
5924,Roslynd,8,408.0,4.369762351008614,4.45
5925,Skywin,1,242.0,4.369711598890685,4.4
5926,FCZDQ,11,219.0,4.369686930829607,4.636363636363637
5927,ZBJGEMS,4,91.0,4.369654126157133,4.45
5928,SOUSYOKYO,18,370.0,4.3695948347668185,4.638888888888889
5929,IBG,32,559.0,4.369590732335045,4.184375
5930,Tie Mags™,4,311.0,4.3695044106605705,4.275
5931,Woodten,33,1448.0,4.369474037470682,4.5
5932,Velvet Treasures,3,88.0,4.36940688957499,4.433333333333334
5933,KDJSTORE,2,248.0,4.369384692804035,4.7
5934,Titanium Sports,1,239.0,4.36937381003073,4.4
5935,Nongxin,9,1167.0,4.36936404694939,4.322222222222222
5936,Ladylike,13,1623.0,4.369330451774714,4.2153846153846155
5937,TAIHE,1,56.0,4.369320405793795,4.5
5938,By xingge Fit Angel Wing Pandor-a Charm bracelet,1,56.0,4.369320405793795,4.5
5939,TAYOVSZY,1,56.0,4.369320405793795,4.5
5940,Double Accent 9MM Stainless Steel High Polish Oxidized Tire Ring (Size 8 to 15),1,56.0,4.369320405793795,4.5
5941,Hallmark,1,56.0,4.369320405793795,4.5
5942,Yiwukaiyao,1,56.0,4.369320405793795,4.5
5943,"for Pändora Charms, christmas gifts alphabet charm letter",1,56.0,4.369320405793795,4.5
5944,VU100 Store,6,586.0,4.369298081648952,4.3999999999999995
5945,Yi wu shi xiang you E-commerce co. LTD,7,859.0,4.369282606943759,4.0285714285714285
